label,text
0,marode bahnhofsgebäude sollen weg marode bahnhofsgebäude sollen weg haushalt karlsteiner fraktionen einigen sich auf abriss  etatentwurf für 2016 finanzausschuss beraten karlstein a main freitag 27112015  0000 uhr am det­tin­ger bahn­hof soll sich im kom­men­den haus
1,db  deutsche bahn ag via noodls / deutsche bahn stiftung und fu berlin starten antimobbingprogramm oder daran beteiligt die deutsche bahn stiftung und die freie universität berlin setzen mit dem programm fairplayermanual gemeinsam ein deutliches zeichen gegen mobbing und gewalt ab sofort können sich 50 lehrer und
0,re zugbegleiter was spielt das für ne rolle herr holstein fakt ist die db bezahlt diese zeitungen als service für die 1 klassereisende ich selbst fahre oft quer durch deutschland 1 klasse und beobachte zb in frankfurt dass fahrgäste einsteigen in der 1 klasse sich zeitung schnappen und zur 2 klasse gehen fahrgäste mir 1 klasse ticket haben meistens dann das nachsehendas ist die realität 
1,top news schluss mit streik  gdl und bahn legen tarifstreit bei hartnäckig käm http//tco/p6odbft2fg hothttp//tco/er2bfdqnwm
1,advent bei der  pünktlich https//tco/whjstg3mfl
0,kunden finden preise bei der bahn unübersichtlich tagesspiegelde https//tco/3bbmjmtydn https//tco/lnttkojlwl
1,einigung im bahntarifkonflikt einigung im bahntarifkonflikt berlin dpa  pendler und fernreisende können aufatmen die schlichtung im tarifkonflikt bei der deutschen bahn ist gelungen nach einem jahr streit haben der konzern und die lokführergewerkschaft gdl einen
1,tourismus  bald schneller mit der bahn von deutschland nach paris  haz  hannoversche allgemeine paris nur noch 5 stunden 40 minuten statt wie bisher 6 stunden 20 minuten man kann auch öfter fahren den neuen grenzüberschreitenden fahrplan stellte die regionaldirektion der französischen bahn sncf am
1,wilhelmshavener zeitung lokführer beenden streik topthema 21052015 lokführer beenden streik der streik der gdl ist nach angaben der deutschen bahn mit sofortiger wirkung beendet fernzüge der deutschen bahn auf abstellgleisen in der nähe des dortmunder hauptbahnhofs foto bernd thissen ber
0,schwabe setzt sich für besserungen auf rb43linie ein radio vest in die diskussion um die probleme auf der bahnstrecke von dorsten nach dortmund hat sich der spdbundestagsabgeordnete frank schwabe persönlich eingeschaltet er verlangt eine schnelle verbesserung seitdem die deutsche bahn die rb43 von der nordwes
0,viel zu viel deutsche bahn  viel zu viel deutsche bahn drin soll wohl die neue image aufbesserungskampagne sein nur das bei uns die deutsche bahn sehr viel mist baut mit denen fahr ich keinen meter mehr wen es nicht unbedingt sein muss﻿
1,mdrde tarifkonflikt zwischen bahn und gdl beigelegt mdrde der tarifkonflikt zwischen der deutschen bahn und der lokführergewerkschaft gdl ist geschlichtet es wurde ein tarifvertrag unterschrieben  damit sind auf jahre lokführerstreiks ausgeschlossen
0,dann gibt es richtig stress ich schwöre deutsche bahn dann mach ich euch terror
0,re db bahn machen sie das mal �� komisch nur dass alle anderen züge auch verspätung haben und keiner mehr richtig fährt selbst die nordwest bahn in der ich gerade sitze hält mitten auf der strecke an und bleibt 5 minuten stehen liegt es an dem wetter
1,alter ich hab vor ner halben stunde meine bahncard gekündigt und schon antwort ist man gar nicht gewöhnt von der bahn so flott
0,gevelsberg  raubüberfall in s bahn https//tco/k2flfpzt3j https//tco/kia42x4tze
1,die hamburger sbahn ist ziemlich bequem 
0,bahn hat derzeit probleme weitere infos unter https//tco/wic6j71dau deutsche bahn
1,re sven lutz pünktlich zum fahrplanwechsel kommende woche setzt die deutsche bahn neue moderne züge auf der strecke bayreuth nürnberg ein
0,re db bahn herr orlamünder sicherlich ging es um meine erscheinung bzw  das ich kopftuch trägerin bin  ihr herabschauende blicke und kommentare widerspiegeln nur jetz meine reaktion drauf  wie leben hier in einer gesellschaft wo es doch möglich sein sollte nicht wegen meines oder ihres erscheinungsbildes diskriminiert zu werden ich war stets weiterhin freundlich trotz respektlosigkeit ihre seite her 
1,die streiks der lokführer werden beendet das teilten die deutsche bahn und die lokführergewerkschaft gdl nnerstag mit spiegel online
0,nach stichflamme im ice zug evakuiert nach stichflamme im ice zug evakuiert stuttgart dpa wegen einer stichflamme an der klimaanlage in einem ice im stuttgarter hauptbahnhof sind rund 40 menschen in sicherheit gebracht worden sie mussten die fahrt von berlin nach münchen mit
1,re nettwerk düsseldorf wohnung frei ab 01052016 auf wohnungssuche  große 2 zimmer wohnung im wunderschönen flingern zur übernahme ab dem 01052016 abzugeben  einkaufsmöglichkeiten alle zu fuß erreichbar  perfekte verbindungen mit bus und bahn ausblick auf die skyline düsseldorf mit rheinturm  daten 2 zimmer küche  diele  bad  573€ warm 55 quadrat badewanne balkon 4etage ohne aufzug sehr gepflegtes haus bei interesse oder weiteren fragen bitte pn
0,skandale bei vw sonnenfinsternis streiks bei post bahn lufthansa und kitas die bilder des jahres 2015 https//tco/jinod4nkw4
1,11  streiks bei der bahn werden beendet  http//tco/qibmh55wxu
1,westfalenpost ein kompromiss der keine verlierer kennt von carsten menzel hagen ots  der monatelange dauerkonflikt ist entschärft weitere bahnstreiks abgewendet die tarifauseinandersetzung zwischen deutscher bahn und der gewerkschaft gdl ist beigelegt damit haben die beiden schlichter thüringens ministerpräsident
0,zugverkehr zwischen halle und magdeburg beeinträchtigt köthen und stumsdorf entfallen ein ersatzverkehr mit bussen wird eingerichtet die deutsche bahn empfiehlt allen reisenden sich vor fahrtantritt auf wwwbahnde oder bei der kundenhotline 01806 99 66 33 20 cent pro anruf aus dem deutschen festnetz zu informieren und bittet um entschuldigung für entstehende unannehmlichkeiten
0,re db bahn hallo bahn team warum kann ich die zugposition im bahn nsvigator nicht mehr sehen
1,100 außerdem sollte man mmn auch die klimabilanz von fz und infrastruk in den blick nehmen bei der die bahn effizienter erscheint
1,es lebe die sbahn oder wie die spanier sagen viva sbahn ja
1,danke hauptstadtpresse zwar schreiben dass der streik vorbei sei aber verschweigen dass sbahn erst heute abend wieder normal™ fährt
1,re rsh pfingsten ist gerettet  lol  diejenigen die pfingsten mit der bahn verreisen wollten haben bestimmt schon ihren urlaub storniert oder umgebucht weil das ende des streiks ja nicht zu erkennen war
1,servicetweet wer günstig mit der bahn zum 32c3 kommen möchte die bahn hat dafür ein eventticket im angebot https//t…
1,re schwarzes brett stuttgart fahrt bin die bahn die sind immer pünktlich
1,mit bus und bahn nach hause macht auch spaß
0,nach brandstiftung behinderungen im bahnverkehr bis montag vormittag nach brandstiftung behinderungen im bahnverkehr bis montag vormittag 02082015 1709 uhr emsland die behinderungen und verspätung auf der emslandlinie der deutschen bahn dauern weiter an das unternehmen rechnet damit dass die emslandexpress
0,und da will die bahn noch weitere tunnel im anhydrit bauen was für ein irrsinn s21 https//tco/73tw82jg9g https//tco…
1,deutsche bahn und gdl bahnstreik endet unverzüglich berlin  der streik bei den lokführern wird unverzüglich beendet das teilten die bahn und die gewerkschaft gdl am donnerstagmorgen mit claus weselsky sagte der gordische knoten sei durchschlagen worden die schlichtung soll vereinbart worden 
0,oar menschen mit großen rucksäcken in der bahn die sich einfach mal so umdrehen rücksichtslose laienbahnfahrer
1,entscheidung hauskauf  entscheidungshilfe bitte wir haben hier alles direkt vor ort und erreichen alles in wenigen fussminuten die stadt ist nur 20minuten entfernt und bus und bahn fahren hier im minutentakt dennoch ist es hier sehr ländlich daher sind wir das ansich schon völlig gewöhnt mein mann und ich sowieso da wir beide in einem kleinen dorf aufgewachsen sind wenn er ganz nach uns kommt wird er auch gar nicht großartig in die stadt zum feiern oder shoppen wollen da sind wir beide nie die typen dazu gewesen aber er kann da ja auch ganz anders sein als wir und dann ist es natürlich doof wenn er eine stunde bis in die stadt braucht wenn man ihn fragt dann sagt er er möchte gerne dort wohnen weil sein zimmer so schön groß ist und weil der garten so groß ist und er dann da ganz viel spielen kann und eine rutsche und alles haben will aber ich denke er versteht noch nicht was es wirklich bedeutet umzuziehen als er von dem umzug erfuhr brach er in tränen aus nach langem hin und her erfuhren wir dann das er dachte das er all sein spielzeug zurück lassen muss weil auch alles in der wohnung dem vermieter gehören würde viel sehen würden wir ihn eh nicht er arbeitet nachts und pennt den ganzen tag über bevor jetzt aber kommt dann gibts stress wenn wir tagsüber zu laut sind das hat er jetzt genauso er wohnt noch bei unseren eltern und hat dort in der straße gefühlte hundert kinder die die ganze zeit am rumschreien sind er ist abgehärtet und hat kein problem damit
1,das erste mal das handyticket benutzt hat entgegen aller unkereien hervorragend funktioniert bahnlob bahn
0,4von2count und wieder einmal fährt die rollende leistungsverweigerung namens bahn ohne not 6 minuten verspätung ein
1,super danke für die schnelle antwort also hat man nur bei normalen europatickets die 2 wochen die das ticket gilt
0,ich sitze übrigens in der bahn und schmilze dahin der spongebob miniventilator hätte es doch gebracht
1,überblick am mittag/konjunktur zentralbanken politik  nachhaltigen linie ergeben sagte schäuble bei einer pressekonferenz in berlin erfolgreiche schlichtung beendet tarifstreit zwischen bahn und gdl der hart geführte tarifkonflikt zwischen der deutschen bahn und der lokführergewerkschaft ist nach einem
0,nachfrage unterschätzt bahn und telekom sind mit der wlannachfrage in icezügen überfordert http//tco/qhfjfboyh5 http…
1,die bahn hat tatsächlich eine kaputte klimaanlage während der fahrt wieder repariert bekommen morgen wird vermutlich der ber fertig
0,re deutsche bahn personenverkehr hallo casey wenn der triebfahrzeugführer über die störung keine kenntnis hat kann er auch nicht entsprechende maßnahmen einleiten zudem kenne ich es aus berlin so dass die sbahntüren durch ein und aussteigende kunden schon ganz von allein dauernd geöffnet werden bzw ich in so einer situation die tür auch einfach selbst öffne /ti
1,bahnstreik beendet ramelow und platzeck sollen schlichten rechtzeitig zu den pfingstferien sollte sich der bahnverkehr wieder eingependelt haben foto sebastian kahnert berlin die lokführergewerkschaft gdl hat sich mit der deutschen bahn überraschend auf eine schlichtung ein und beendet neunten streik be
1,hast wohl gutes wlan in der bahn
0,ts sbahnausfall die berliner nehmens sportlich https//tco/ntolifdbyt berlin
0,kritik an bahnpolitik mehdorn wettert wieder freitag 08 april 2016 kritik an bahnpolitik  mehdorn wettert wieder wenn es rumste rumste es eben gleich sagt hartmut mehdorn der ehemalige bahnchef gilt als sehr streitbar die fehlgeschlagenen börsenpläne treiben ihn immer noch um mit
0,re deutsche bahn personenverkehr ja echt schlimm dass die bahn wieder wen vorn zug geschmissen hat 
1,hewute erst mal fast in der bahn wegen schwarz fahren 60€ los geworden xd hatte eine falsche karte gezogen aber der kontrolör war nett 
1,zugbegleiter der deutschen bahn die spaß bei der arbeit haben einer tanzte grade bei offenerer tür und abfahrt wtf xd
0,in chemnitz misshandeln rassistische schläger in einer bahn zwei flüchtlinge nur eine studentin greift ein https//tco/…
0,re störticker bayern db regio bamberg  nürnberg weichenstörung / verzögerungen stand 310116 0905 uhr bahn  http//jmp/1p54jkd
0,bzw ich dachte dass die bahncard 50 mir immer vorteile verschafft aber bei vielen fahrten kann ich die bc50 nicht auswählen
0,re 1live dafür hat jetzt die evg streiks bei der bahn angekündigt
1,versenden 010715 0936 der tarifkonflikt zwischen der deutschen bahn und der gewerkschaft deutscher lokomotivführer ist nach einem jahr offenbar beendet das erfuhr die deutsche presseagentur aus zuverlässiger quelle beide seiten haben demnach einen
0,in der sbahn da dieser zug bremst wie eine feuchte brotdose bin ich leider am bahnsteig vorbeigefahren baclassix…
0,die bahn macht zwischen stuttgart und augsburg hitzefrei zugausfallverspätung und weils schön ist schalten wir die klimaanlage ab yeah
0,re db bahn wie soll ein normaler kunde / gelegenheitsfahrer das auch verstehen der flexpreis bietet zwar flexibles reise ohne bindung an einen bestimmten zug ist aber abhängig vom zugproduktzitate aus wwwbahnde grübelwer denkt sich sowas aus
1,1337 bahn ist auch an sich cool und mmn besser als ihr ruf
0,sicherheitsrisiken im notrufsystem bei der bahn gibt es 250 funklöcher https//tco/dixjwoa4ku via
0,re ntv der nachrichtensender ach jetzt doch  als der sncf seinerzeit angefragt hat ob sie sich am tgv projekt beteiligen wollen wozu es ein neues schienennetz in deutschland gebraucht hätte weil das aktuelle nur für schneckenzüge geeignet ist hieß es bei der db nöö wir haben ja den intercity wie es aussieht wollen sie aber immer noch nicht modernisieren sondern nur sanieren das heißt die deutsche bahn bleibt bei ihrem bummelzugsystem also 28 milliarden geldverschwendung davon der großteil nämlich 166 milliarden aus den steuertaschen der arbeitssklaven die wohlmöglich gar nicht mit der bahn fahren ein weiterer fall fürs schwarzbuch der steuerverschwendungen und demnächst sicher als fall bei mario barth
1,die bahn kommt  jetzt doch wieder zu pfingsten der bahnstreik soll heute noch enden dadurch wird es http//tco/5jmcjxamgf
0,re db bahn stepsel koernchen  hier finden sie stets aktualisierte informationen zur betriebslage der sbahn münchen wwwsbahnmuenchende/smuenchen/view/service/aktuellebetriebslageshtml die kollegen können sie auch direkt kontaktieren wwwsbahnmuenchende/smuenchen/view/service/servicedialogshtml wenn ich mir ihre verbindung auf bahnde aufrufe erhalte ich diesen warnhinweis technische störung an der strecke zwischen münchen ost und kreuzstraße kommt es derzeit zu verspätungen und zugausfällen es ist also damit zu rechnen das auch ihre sbahn verspätet verkehrt gerne können sie aber auch später hier noch mal nachfragen dann schaue ich nach den aktuellen zügen /da
1,re mittelbayerische gute nachrichten für alle bahnreisenden der tarifkonflikt zwischen der deutschen bahn und der lokführergewerkschaft gdl ist nach einem jahr und mehreren streiks endgültig beendet foto dpa alle details zur einigung http//bitly/1lhlifi
0,re junge frauen werden in der regiosbahn sexuell belästigt und geschlagen schon wieder ein schlimmer  wo waren da die männer die das hätten verhindern können heute sind männer das was früher die frauen waren ohne eier weichgespülte softies und ohne ehre
1,re  umfrage  bist du mit der akkuleistung deines smartphones zufrieden   helmut girod wenn man mit dem smartphone arbeitet  dann braucht man es nunmal den ganzen tag  das geht los mit dem weg zur arbeit  der db navigator sucht mir die schnellste verbindung  die kalenderfunktion erinnert mich an termine  das adressbuch stellt mir die daten für kunden zur verfügung  rückrufe werden auch gleich über das smartphone erledigt  die taschenrechner app ersetzt den taschenrechner  die internetfunktion nutze ich zur recherche  hier und da mal schnell eine email absenden oder empfangen  unterlagen aus der dropbox nutzen  notizen in evernote stellen  und was machst du so mit deinem smartphone 
1,bahnverkehr nach deutschland läuft nach streikende wieder an entgegen ersten ankündigungen der sbb vom donnerstag läuft der bahnverkehr von und nach münchen zum auftakt der pfingstfeiertage bereits am nachmittag an wie es in einem communiqué hiess der erste zug von münchen nach zürich fährt in bayern kurz n
1,deutsche bahn und gdl beenden lokführerstreik  wirtschaft erleichterung für millionen deutsche bahnadresse der mittlerweile neunte lokführerstreik bei der deutschen bahn geht noch am donnerstag zu ende die gewerkschaft gdl und die bahn verständigten sich auf ein schlichtungsverfahren in dem seit monaten
1,otsde waz gut für die bahn und die fahrgäste  kommentar von wolfgang mulke zur digitalen bahn waz waz gut für die bahn und die fahrgäste  kommentar von wolfgang mulke zur digitalen bahn http//tco/cvpssfnshf essen ots  so umstritten digitale technologien mitunter sind so hilfreich können sie auch sein so können sie mehr günstigere und bequemere mobilität bedeuten die bahn
1,sperrung aufgehoben nach feueralarm sbahn hält wieder am hauptbahnhof aktuell halten die sbahnen nicht am hauptbahnhofarchivbild foto dpa
1,radiocharivaride feldolling bekommt bahnhaltepunkt die bahn kommt  bald auch in feldolling feldolling bekommt bahnhaltepunkt die mangfalltalbahn wird ab 2018 auch in feldolling halten der haltepunkt im nordwesten von feldkirchenwesterham ist beschlossene sache als nächstes beginnt die gemeinde mit den vorbereitungen dafür sagt der 2 bürgermeister günther rutz die gemeinde müsse die…
1,schon dauerhaft seit ein paar monaten schon 18€ geht noch aber bahn mit bc25 ist minimal teurer und halt 2x so schnell
0,boah ich könnte ausrasten bahn 
1,universität bremen veröffentlicht klimaschutzkonzept  wirtschaftcom  aktuelle nachrichten zu wirtschaft und finanzen optimierung der verkehrsanbindung des campusgeländes beispielsweise durch den bau eines bahnhofs an der universität und verbesserte taktzeiten von bus und bahn sind geplant insgesamt gibt es empfehlungen
0,einem nervigen balg in der bahn die zunge rausstrecken zur strafe als urzeitkrebsgimmick im ypsheft wiedergeboren…
0,sn solinetz up3sn tarifstreit bei der bahn heftige streiks einfache lösung http//tco/iigmxgq8to
1,brennerpass das nadelöhr zielorte die auswahl geht schnell münchen hauptbahnhof nur hinfahrt ali drückt den männern die tickets in die hand los los ruft er und deutet auf den wartenden zug dann herrscht
1,bahnchef grube verspricht mehr service durch digitalisierung foto reisende bei der bahn über dts nachricht https//tco/qkogq3gskh
0,re yourfone sehr geehrte damen und herren  ihr service wird von tag zu tag schlechter ich habe meine vorletzte rechnung in ihrem hause reklamiert es wurde zuviel berechnet  und die abbuchung habe ich zurück geholt per mail und per einschreiben habe ich mich an ihr haus gewandt und keine rückmeldungen bekommen einzig die aussage per mail  vorgang ist bei fachabteilung  jetzt drohen sie mir auf einmal mit inkasso  das hat etwas von deutsche bahn  ich dachte  da sind wir aber nicht auch der kundenservice ist seit tagen nicht erreichbarnach 20 min gebe ich genervt immer auf dann wird es wohl zeit dass ich als kunde mal richtig sauer reagiere und werde ab sofort alle dialog service value zur verfügung stellen nebst dem aktuell bei mir eingegngen schreiben das unternehmen dürfet ihrem hause bekannt sein es bewertet mobilfunk dienstleister und das kann nun eine negativ bewertung zurfolge haben ich will einfach nur noch weg von diesem vertrag zudem habe ich der zusendung von werbung widersprochen bekomme diese aber immer noch da gegen werde ich jetzt rechtlich vorgehen denoch hätte ich gerne eine stellungnahme aus ihrem hause ich kann nur jedem emfehlen der post bekommt und der beim  zugekauften  service nicht weiterkommt  call center ist nicht yourfone   sich an die verfasser der schreiben zu wenden mailadressen  vornamenachname de  mit freundlichen grüßen rp
1,die bahn trollt uns doch bahnstreik ist beendet 8d
0,vielleicht testet die bahn gerade parfümierte züge das müsste dann der geruch pisse am frankfurter hbf sein
0,ganz ernsthaft das ist nicht nur für einen „kundenservice“ unterste schublade und zutiefst ekelhaft https/…
0,hauptbahnhof mönchengladbach verspätungen nach notarzteinsatz bei der bahn fotos notartzeinsatz bei der bahn am hauptbahnhof in gladbach mönchengladbach am donnerstagnachmittag gab es erneut einen notarzteinsatz am gladbacher hauptbahnhof ein junger mann wurde vom zug erfasst der verkehr ist beeinträchtigt ein
1,epochtimesde bahn eröffnet icetrasse erfurt  leipzig  halle die behörde genehmigte gestern den betrieb auf der trasse zwischen erfurt leipzig und halle die fahrzeit verkürzt sich um 30 bis 45 min sie sollte bereits zur jahrtausendwende fertig sein die deutsche bahn eröffnet die neue icetrasse zwischen erfurt leipzig und halle dazu wird heute bundeskanzlerin angela merkel am leipziger hauptbahnhof erwartet ursprünglich sollte die strecke
1,re treffpunkt horneburg ich habe mit dem auto immer länger gebraucht als mit der bahn bis hammerbrook die strecke ist wieder frei
0,wo ist nach der neugestaltung der bahnwebseite der button zum speichern einer verbindung im kalender gelandet verschwunden
0,ganz ernsthaft das ist nicht nur für einen „kundenservice“ unterste schublade und zutiefst ekelhaft https/…
0,moin  alle züge von k nach ffm ordentlich verspätet fährt ice101 denn pünktlich der steht schon bereit stellwerkstörung
1,jetzt einziehen 3 zimmer wohnung mit wunderschöner wohneinbauküche viertel ist bunt jung und mit der sbahn gerade mal 2 minuten von hauptbahnhof und messe entfernt das gallus ist reich an restaurants kleinen läden und alt eingesessenen geschäften hier kann man kräuter beim
0,fette in der sbahn sind aber auch so assozial werde tama aggressiv wenn die für omas nicht aufstehen können
1,guter schachzug kunden antworten kunden wv das bietet die neue servicecommunity der bahn http//tco/fmyuadzrwq
0,pendler mussten nach stellwerkausfall in dortmund warten war am mittwochmorgen ein stellwerk am dortmunder betriebsbahnhof neben dem hauptbahnhof ausgefallen 25 züge fuhren nach angaben eines bahnsprechers in düsseldorf mit verspätungen von wenigen minuten bis zu
1,445 ronald pofalla erklärt die störung für beendet
1,re deutsche bahn personenverkehr immer gern  ja das ist richtig ich wünsche ihnen weiterhin angenehme reisen mit der bahn /di
0,sbahn notarzteinsatz in vaihingen  verkehrslage die verspätungen sind massiv die s2 die um 840 uhr in schorndorf ankommen sollte wendet in grunbach s2 734 ab filderstadt nach schorndorf 840 an endet schon in grunbach um 830 sbahnstgt https//tco/srohw06q2r — sbahnstgt warner 
1,re kronen zeitung war noch nie in der schweiz und bahn fahren macht spass
0,der plan der bonzen die “asylforderer” wollen  der plan der bonzen die “asylforderer” wollen kohle sehen und sollen deutschland verdünnen und den iq absenken aber für arbeit sind sie nicht geeignet binsenweisheit wurde hier schon längst lang und breit getreten aber wieso setzt man sie nicht für die stadtreinigung ein um die ganzen bahnhöfe täglich zu kehren und mal wieder anzustreichen um schulen und öffentliche gebäude zu säubern um rasen zu mähen und beete anzulegen dazu sind auch die unausgebildetsten afrikaner geeignet dazu brauchts keine “syrischen ärzte und ingenieure” wieso werden die asylforderer nicht von tag 1 an in ihrem lager mit morgens sport dann schule dann mittags arbeit in der stadt zwecks säuberung und verschönerung beschäftigt und gefordert es fehlt nur am willen sie bekommen kohle also sollen sie was dafür tun die bahn und grube sagt nur daß die ganzen verdreckten bahnhöfe “nach bedarf” gereinigt werden also zt noch nicht 1x pro jahr und so sehen sie auch aus seit am bahnhof die ganzen asylforderer rumhängen ist er noch verdreckter als schon vorher wieso läßt man sie für ihr geld das sie uns kosten dann nicht wenigstens ihren eigenen dreck wegmachen wieso setzt man sie in den lagern nicht zum kochen reinigen etc ein es fehlt noch am willen der verantwortlichen der druck muss noch viel höher werden
1,ich habe als sbbler heute erstmals ein int onlineticket geholt und gleich gemerkt dass ich diese auch weiterhin bei der db kaufen werde
1,gratis wlan sbahn erwischt aber da hängt es https//tco/iqufrg3itm
1,zughaltde db navigator umfassend überarbeitet die deutsche bahn hat ihre smartphoneapp db navigator umfasse http//tco/jm1cdpuirp
0,alter ich hasse die db jetzt muss ich nen anderen zug nehmen und noch mal umsteigen oha
1,deutsche bahn schneller nach paris sncf und db setze ihre zusammenarbeit fort ein
0,re handelsblatt den jetzigen zustand der bahn und des systems schiene haben wir neben der völlig dem geld der börse verfallenen politik  gerade herr mehdorn und seiner  sanierung  zu verdanken die auswüchse einer völlig verbohrten sparpolitik erleben wir jeden tag alles weggespart  von dem  prämienwahn  der teppichetage mal völlig zu schweigen die immer so angepriesene  allgemeine daseinsfürsorge  wurde dem wahn des börsengangs geopfert
0,re deutsche bahn personenverkehr auf jeden fall sind es keine normalen zustände mehr unter denen wir mit der bahn fahren müssen ebenso sind die regionalbahnen am nachmittag auf der strecke von golm nach berlin friedrichstraße überfüllt sicheres und angenehmes fahren sieht anders aus
0,die bahn kam nicht also bin ich nach hause gerannt und habs fahrrad genommen schwitze wie sonst was und hab zahnschmerzen bahn fährt
1,wuhu es gibt endlich wieder 2 citynightline züge halten die dann auch in jena und saalfeld
1,re gdl und bahn der streik wird beendet uli krosse​ wollte nur erwähnen dass wir heute einer meinung sind
0,re niedersachsen ist am zug aufgrund einer kurzfristigen erkrankung eines lokführers der metronom eisenbahngesellschaft muss re5 me 81533  buxtehude planmäßige abfahrt 2106 uhr ab hamburg hbf und 2124 uhr ab harburg und re5 me 81536  hamburg hbf planmäßige abfahrt 2221 uhr ab buxtehude entfallen fahrgäste nutzen bitte die sbahn
0,db netz ag beginnt mit brückenaustausch in kempten  bahnstrecke und ostbahnhofstraße vorübergehend gesperrt  http//tco…
0,im ice die derzeitige toilettensituation ist äußerst angespannt   bahn ansage
0,re stuttgarternachrichtende alles hat mit der gehaltserhöhung von den lokführer zutun die müssen ja irgendwie das geld rein holen und wer kannd am besten natürlich die fahrgäste unverschämtheit dazu kommt die bahn jeden morgen mindestens 5 min zu spät und jetzt wollen die noch mehr 
1,bald schneller mit der bahn von deutschland nach paris paris nur noch 5 stunden 40 minuten statt wie bisher 6 stunden 20 minuten man kann auch öfter fahren den neuen grenzüberschreitenden fahrplan stellte die regionaldirektion der französischen bahn sncf am
1,um diese zeit ist die bahn so schön leer 
0,sbahn s1 richtung herrenberg mit der nächsten haltestelle goldberg hat 00500 verspätung
0,re db bahn hallo db team die s8 richtung düsseldorf hat die letzten tage morgens regelmäßige unangekündigte und nichterklärbare verspätungen oder fällt einfach mal komplett aus die app gibt dazu auch keine informationen gibt es eine erklärung dafür und wird sich das in absehbarer zeit wieder ändern
0,ist es normal  dass ich im bus keinen menschen deutsch reden hören hab   bei mir war es letzten so das eine junge dame d ganzen bus mit d thema   flüchtlinge   unterhalten hat  ich hasse es wenn die leute keinen rücksicht auf d anderen nehmen  man ist ja nicht alleine in d bus  bahn  gutefragenettag  bus gutefragenettag  deutschland 
0,im ice die derzeitige toilettensituation ist äußerst angespannt   bahn ansage
1,danke dass ihr verspaetung habt komme nun frueher heim
0,ramelow sieht gute chancen auf einigung im lokführerstreik ramelow sieht gute chancen auf einigung im lokführerstreik 21052015 1125 uhr erfurt dpaafx  thüringens ministerpräsident bodo ramelow linke sieht gute chancen auf eine lösung im tarifstreit bei der deutschen bahn mit der einigung auf ein
1,timeline photos sichert euch euer bahnschnäppchen  http//wwwurlaubsgurude/p523492 sparpreis tickets der deutschen bahn deutschlandweite tickets für nur 19€ mit bahncard25 ab 1425€
1,betrunkene fußballfans in der bahn  aber nicht in meinem abteil 8d
1,bald schneller mit der bahn nach paris stunden 40 minuten statt wie bisher 6 stunden 20 minuten man kann auch öfter fahren den neuen grenzüberschreitenden fahrplan stellte die regionaldirektion der französischen bahn sncf am mittwoch in straßburg
0,morgens in der bahn erst einmal von euner deutlich alkoholisierten frau beschimpft weil ich ein eselsohr in meinem buch hatte oo
1,gerade eine super gechillte zuschauerin in der bahn getroffen die fahrt über mit ihr gequatscht und trotzdem kein plan wie si…
1,fahrplanwechsel bringt neue züge und bessere anschlüsse hannover dpa/lni  zum fahrplanwechsel an diesem sonntag haben die neuen doppelstöckigen intercitys der deutschen bahn ihre premiere im norden die züge kommen bundesweit erstmalig auf der iclinie von norddeich über emden bremen hannover und bra
1,bahn fährt bald schneller und öfter von deutsch  classfeedbahn sncf am mittwoch in straßburg vor zwischen paris und stuttgart gibt es ab april fünf tägliche verbindung statt vier wie aktuell auch zwischen frankfurt und paris gibt es eine zusätzliche verbindung diese fahrt dauert dann laut neuem fahrplan drei stunden 30 minuten etwa 15 minuten schneller als jetzt/pkl/dp/fbr
0,13 wuhu bahn hat verspätung party hard bitchs hust nicht hust
1,wellness auf usedom 3 tage im top 45 resort schon für 79€ inkl frühstück nutzung des spabereichs  aquamotionfloating ahoi urlaubspiraten unser preisfeuerwerk geht in die letzte runde und noch einmal zählen wir die preise runter auch heute haben wir zusammen mit travelcircus einen exklusiven silvesterkracher für euch ausgesucht ihr bekommt einen 3tägigen kurzurlaub auf der insel usedom im fantastischen 45 hotel kaiser spa zur post im seebad bansin abzüglich 40€ piratengutschein piraten40 schon für 79€ pro person im preis enthalten ist die übernachtung in der suite das vitalfrühstück die nutzung des wellness und spabereichs sowie 1x aquamotionfloating für 2 personen 79 € 3 tage ostsee gutscheineingabe buchungsbeispiel verfügbar ist das angebot bis april 2016 an fast allen daten je nach anreisetag müsst ihr ein paar euro aufpreis zahlen könnt aber den gutschein natürlich trotzdem einlösen dieser ist nur heute gültig ihr gebt ihn im zweiten buchungsschritt wie in der box oben dargestellt ein der preis reduziert sich dann automatisch hotelimpressionen die insel usedom und damit auch bansin ist auch mit der deutschen bahn problemlos erreichbar falls ihr kein eigenes auto habt neben den normalen sparpreisen der bahn bietet sich für berliner und brandenburger speziell das ostseeticket an mit dem ihr für wenig geld nach binz fahren und dabei auch die fernzüge der bahn wie ice und ic nutzen dürft für den newsletter bzw unseren whatsappservice anmelden oder app runterladen und auf smartphone oder tablet installieren und immer als einer der ersten über die besten angebote bescheid wissen
0,schreck in stuttgart stichflamme aus klimaanlage eines ice stuttgart lag es am wetter in stuttgart mussten die passagiere eines ice wegen einer stichflamme in sicherheit gebracht werden  sie kam aus der klimaanlage wegen einer stichflamme an der klimaanlage in einem ice im stuttgarter hauptbahnhof sind
